"","Invoice.Item.Number","Date","Store.Number","Store.Name","Address","City","Zip.Code","Store.Location","County.Number","County","Category","Category.Name","Vendor.Number","Vendor.Name","Item.Number","Item.Description","Pack","Bottle.Volume..ml.","State.Bottle.Cost","State.Bottle.Retail","Bottles.Sold","Sale..Dolars.","Volume.Sold..Liters.","Volume.Sold..Gallons."
"638","S06844300048","2012-07-31T00:00:00.000",4509,"A J'S LIQUOR II","2515 CHAMBERLAIN","AMES",50010,"2515 CHAMBERLAIN
AMES 50010
(-93.650965, 42.02146)",85,"Story",1012300,"IRISH WHISKIES",65,"Jim Beam Brands",15686,"Kilbeggan",12,750,15.22,22.83,2,45.66,1.5,0.39625807853
"639","S07296200010","2012-08-27T00:00:00.000",4575,"Casey's General Store #2304 / Slater","200 6th AVE","SLATER",50244,"200 6th AVE
SLATER 50244
(-93.679808, 41.877859)",85,"Story",1032080,"IMPORTED VODKA",370,"Pernod Ricard USA/Austin Nichols",34006,"Absolut Swedish Vodka 80 Prf",12,750,11,16.49,6,98.94,4.5,1.18877423561
"640","S26510100093","2015-06-30T00:00:00.000",4129,"Cyclone Liquors","626 LINCOLN WAY","AMES",50010,"626 LINCOLN WAY
AMES 50010
(-93.618911, 42.022854)",85,"Story",1081390,"IMPORTED SCHNAPPS",260,"Diageo Americas",69946,"Rumple Minze Peppermint Schnapps Liqueur",12,750,13,19.5,2,39,1.5,0.39625807853
"641","S12970500032","2013-06-24T00:00:00.000",2501,"Hy-vee  #2 / Ames","640 LINCOLNWAY","AMES",50010,"640 LINCOLNWAY
AMES 50010
(-93.619455, 42.022848)",85,"Story",1011200,"STRAIGHT BOURBON WHISKIES",65,"Jim Beam Brands",19096,"Jim Beam Traveler",12,750,9.97,14.96,12,179.52,9,2.37754847122
"642","S17740800044","2014-03-05T00:00:00.000",3943,"Good and Quick Co","519 LINCOLNWAY","NEVADA",50201,"519 LINCOLNWAY
NEVADA 50201
(-93.45299, 42.022712)",85,"Story",1012100,"CANADIAN WHISKIES",260,"Diageo Americas",10836,"Crown Royal Black",12,750,17,25.49,2,50.98,1.5,0.39625807853
"643","S26388400009","2015-06-24T00:00:00.000",2501,"Hy-vee  #2 / Ames","640 LINCOLNWAY","AMES",50010,"640 LINCOLNWAY
AMES 50010
(-93.619455, 42.022848)",85,"Story",1081200,"CREAM LIQUEURS",300,"Mccormick Distilling Company",65204,"Tequila Rose Liqueur Mini",6,500,6.63,9.95,1,9.95,0.5,0.13208602617
"644","S04840500130","2012-04-02T00:00:00.000",2634,"Hy-Vee Wine and Spirits / Ames","3615 LINCOLN WAY","AMES",50014,"3615 LINCOLN WAY
AMES 50014
(-93.667927, 42.022911)",85,"Story",1032200,"IMPORTED VODKA - MISC",395,"Proximo",35766,"Three Olives ""dude"" Vodka",12,750,11.16,16.74,3,50.22,2.25,0.5943871178
"645","S26513300066","2015-06-30T00:00:00.000",3943,"Good and Quick Co","519 LINCOLNWAY","NEVADA",50201,"519 LINCOLNWAY
NEVADA 50201
(-93.45299, 42.022712)",85,"Story",1062310,"SPICED RUM",259,"Heaven Hill Brands",43028,"Admiral Nelson Spiced Rum",6,1750,11.55,17.33,3,51.99,5.25,1.38690327488
"646","S27941900057","2015-09-16T00:00:00.000",2501,"Hy-vee  #2 / Ames","640 LINCOLNWAY","AMES",50010,"640 LINCOLNWAY
AMES 50010
(-93.619455, 42.022848)",85,"Story",1041150,"FLAVORED GINS",370,"Pernod Ricard USA/Austin Nichols",33286,"Seagrams Peach Twisted Gin",12,750,6.49,9.74,12,116.88,9,2.37754847122
"647","S08697200021","2012-10-31T00:00:00.000",2501,"Hy-vee  #2 / Ames","640 LINCOLNWAY","AMES",50010,"640 LINCOLNWAY
AMES 50010
(-93.619455, 42.022848)",85,"Story",1081030,"COFFEE LIQUEURS",65,"Jim Beam Brands",67556,"Kamora Coffee Liqueur",12,750,6.29,9.44,12,113.28,9,2.37754847122
"648","S05410800050","2012-05-07T00:00:00.000",2634,"Hy-Vee Wine and Spirits / Ames","3615 LINCOLN WAY","AMES",50014,"3615 LINCOLN WAY
AMES 50014
(-93.667927, 42.022911)",85,"Story",1022100,"TEQUILA",395,"Proximo",89194,"Jose Cuervo Especial Reposado Flask",24,375,5.49,8.24,2,16.48,0.75,0.19812903926
"649","S25217200227","2015-04-22T00:00:00.000",2500,"Hy-Vee Food Store #1 / Ames","3800 W LINCOLN WAY","AMES",50010,"3800 W LINCOLN WAY
AMES 50010
(-93.715664, 42.023145)",85,"Story",1081315,"CINNAMON SCHNAPPS",380,"Phillips Beverage Company",84636,"Phillips Hot 100 Cinnamon Schnapps",12,750,7.45,11.18,2,22.36,1.5,0.39625807853
"650","S28637300007","2015-10-28T00:00:00.000",3524,"Sam's Club 6568 / Ames","305 AIRPORT RD","AMES",50010,"305 AIRPORT RD
AMES 50010
(-93.61365, 42.001123)",85,"Story",1062200,"PUERTO RICO & VIRGIN ISLANDS RUM",35,"Bacardi U.S.A., Inc.",43127,"Bacardi Superior Rum",12,1000,9.5,14.25,12,171,12,3.17006462829
"651","S25087100003","2015-04-15T00:00:00.000",3866,"Target Store T-1170 / Ames","320 S DUFF","AMES",50010,"320 S DUFF
AMES 50010
(-93.610363, 42.019876)",85,"Story",1022100,"TEQUILA",395,"Proximo",89196,"Jose Cuervo Especial Reposado Tequila",12,750,10.49,15.74,24,377.76,18,4.75509694244
"652","S18691700037","2014-04-30T00:00:00.000",4509,"A J'S LIQUOR II","2515 CHAMBERLAIN","AMES",50010,"2515 CHAMBERLAIN
AMES 50010
(-93.650965, 42.02146)",85,"Story",1062310,"SPICED RUM",259,"Heaven Hill Brands",43022,"Admiral Nelson Spiced Rum Mini",12,500,3.78,5.66,1,5.66,0.5,0.13208602617
"653","S27545600166","2015-08-26T00:00:00.000",2500,"Hy-Vee Food Store #1 / Ames","3800 W LINCOLN WAY","AMES",50010,"3800 W LINCOLN WAY
AMES 50010
(-93.715664, 42.023145)",85,"Story",1082900,"MISC. IMPORTED CORDIALS & LIQUEURS",305,"MHW Ltd",64000,"Absente",12,750,22.67,34.01,2,68.02,1.5,0.39625807853
"654","S25764800128","2015-05-20T00:00:00.000",4129,"Cyclone Liquors","626 LINCOLN WAY","AMES",50010,"626 LINCOLN WAY
AMES 50010
(-93.618911, 42.022854)",85,"Story",1081200,"CREAM LIQUEURS",305,"MHW Ltd",80482,"Tippy Cow Chocolate Mini",12,500,7.42,11.13,1,11.13,0.5,0.13208602617
"655","S08990600008","2012-11-15T00:00:00.000",4102,"Fareway Stores #386 / Ames","619 BURNETT AVE","AMES",50010,"619 BURNETT AVE
AMES 50010
(-93.615428, 42.027426)",85,"Story",1012100,"CANADIAN WHISKIES",55,"Sazerac North America",12408,"Canadian Ltd Whisky",6,1750,9.13,13.7,6,82.2,10.5,2.77380654976
"656","S12396900028","2013-05-23T00:00:00.000",4129,"Cyclone Liquors","626 LINCOLN WAY","AMES",50010,"626 LINCOLN WAY
AMES 50010
(-93.618911, 42.022854)",85,"Story",1011200,"STRAIGHT BOURBON WHISKIES",65,"Jim Beam Brands",19063,"Jim Beam",48,200,3.09,4.64,3,13.92,0.6,0.15850323141
"657","S24969800046","2015-04-08T00:00:00.000",4129,"Cyclone Liquors","626 LINCOLN WAY","AMES",50010,"626 LINCOLN WAY
AMES 50010
(-93.618911, 42.022854)",85,"Story",1012100,"CANADIAN WHISKIES",115,"Constellation Wine Company, Inc.",11776,"Black Velvet",12,750,5.23,7.85,2,15.7,1.5,0.39625807853
"658","S08478100007","2012-10-22T00:00:00.000",3970,"The Liquor Cabinet, Inc.","835 6 ST, STE 1","NEVADA",50201,"835 6 ST, STE 1
NEVADA 50201
(-93.452277, 42.018948)",85,"Story",1062310,"SPICED RUM",260,"Diageo Americas",43334,"Captain Morgan Spiced Rum",24,375,4.5,6.74,24,161.76,9,2.37754847122
"659","S25337900013","2015-04-29T00:00:00.000",4356,"Kum & Go #396 / Nevada","136 LINCOLN HWY","NEVADA",50201,"136 LINCOLN HWY
NEVADA 50201
(-93.458003, 42.022725)",85,"Story",1011100,"BLENDED WHISKIES",260,"Diageo Americas",25604,"Seagrams 7 Crown Bl Whiskey",24,375,3.5,5.25,6,31.5,2.25,0.5943871178
"660","S21651500031","2014-10-08T00:00:00.000",2500,"Hy-Vee Food Store #1 / Ames","3800 W LINCOLN WAY","AMES",50010,"3800 W LINCOLN WAY
AMES 50010
(-93.715664, 42.023145)",85,"Story",1012300,"IRISH WHISKIES",370,"Pernod Ricard USA/Austin Nichols",15626,"Jameson",12,750,14.49,21.74,12,260.88,9,2.37754847122
"661","S08759400013","2012-11-06T00:00:00.000",4355,"Kum & Go #124 / Story City","1554 BROAD ST","STORY CITY",50248,"1554 BROAD ST
STORY CITY 50248
(-93.57573, 42.187733)",85,"Story",1051010,"AMERICAN GRAPE BRANDIES",115,"Constellation Wine Company, Inc.",53214,"Paul Masson Grande Amber Brandy",24,375,3.05,4.57,10,45.7,3.75,0.99064519634
"662","S19498100008","2014-06-11T00:00:00.000",3943,"Good and Quick Co","519 LINCOLNWAY","NEVADA",50201,"519 LINCOLNWAY
NEVADA 50201
(-93.45299, 42.022712)",85,"Story",1081700,"DISTILLED SPIRITS SPECIALTY",384,"Piedmont Distillers",76032,"Midnight Moon Original",6,750,11,16.5,1,16.5,0.75,0.19812903926
"663","S26755700003","2015-07-15T00:00:00.000",4674,"Kum & Go #227 / Ames","2108 ISSAC NEWTON DR","AMES",50010,"2108 ISSAC NEWTON DR
AMES 50010
(-93.585947, 42.009586)",85,"Story",1031080,"VODKA 80 PROOF",434,"Luxco-St Louis",36306,"Hawkeye Vodka",12,750,3.34,5.01,12,60.12,9,2.37754847122
"664","S21933000111","2014-10-22T00:00:00.000",2501,"Hy-vee  #2 / Ames","640 LINCOLNWAY","AMES",50010,"640 LINCOLNWAY
AMES 50010
(-93.619455, 42.022848)",85,"Story",1031080,"VODKA 80 PROOF",380,"Phillips Beverage Company",37356,"Phillips Vodka Ez Pack",12,750,3.57,5.36,12,64.32,9,2.37754847122
"665","S20900600059","2014-08-27T00:00:00.000",4509,"A J'S LIQUOR II","2515 CHAMBERLAIN","AMES",50010,"2515 CHAMBERLAIN
AMES 50010
(-93.650965, 42.02146)",85,"Story",1031080,"VODKA 80 PROOF",260,"Diageo Americas",37997,"Smirnoff Vodka 80 Prf",12,1000,9.25,13.88,24,333.12,24,6.34012925659
"666","S16271300037","2013-12-18T00:00:00.000",3524,"Sam's Club 6568 / Ames","305 AIRPORT RD","AMES",50010,"305 AIRPORT RD
AMES 50010
(-93.61365, 42.001123)",85,"Story",1011100,"BLENDED WHISKIES",434,"Luxco-St Louis",24157,"Hawkeye Blend Whiskey",12,1000,4.3,6.45,48,309.6,48,12.68025851319
"667","S04456500038","2012-03-08T00:00:00.000",4129,"Cyclone Liquors","626 LINCOLN WAY","AMES",50010,"626 LINCOLN WAY
AMES 50010
(-93.618911, 42.022854)",85,"Story",1022100,"TEQUILA",65,"Jim Beam Brands",988536,"Sauza Blue Silver",12,750,10.49,15.73,12,188.76,9,2.37754847122
"668","S29136900235","2015-11-18T00:00:00.000",2500,"Hy-Vee Food Store #1 / Ames","3800 W LINCOLN WAY","AMES",50010,"3800 W LINCOLN WAY
AMES 50010
(-93.715664, 42.023145)",85,"Story",1022100,"TEQUILA",395,"Proximo",89196,"Jose Cuervo Especial Reposado Tequila",12,750,10.49,15.74,12,188.88,9,2.37754847122
"669","S09390200008","2012-12-11T00:00:00.000",4356,"Kum & Go #396 / Nevada","136 LINCOLN HWY","NEVADA",50201,"136 LINCOLN HWY
NEVADA 50201
(-93.458003, 42.022725)",85,"Story",1081390,"IMPORTED SCHNAPPS",260,"Diageo Americas",69945,"Rumple Minze Peppermint Schnapps Liqueur",12,375,6.75,10.12,2,20.24,0.75,0.19812903926
"670","S23340600047","2015-01-06T00:00:00.000",4102,"Fareway Stores #386 / Ames","619 BURNETT AVE","AMES",50010,"619 BURNETT AVE
AMES 50010
(-93.615428, 42.027426)",85,"Story",1031200,"VODKA FLAVORED",380,"Phillips Beverage Company",42142,"UV Sugar Crush",12,750,6.5,9.75,3,29.25,2.25,0.5943871178
"671","S17477500095","2014-02-19T00:00:00.000",2501,"Hy-vee  #2 / Ames","640 LINCOLNWAY","AMES",50010,"640 LINCOLNWAY
AMES 50010
(-93.619455, 42.022848)",85,"Story",1011200,"STRAIGHT BOURBON WHISKIES",65,"Jim Beam Brands",19226,"Knob Creek",6,750,20.47,30.71,6,184.26,4.5,1.18877423561
"672","S18691700005","2014-04-30T00:00:00.000",4509,"A J'S LIQUOR II","2515 CHAMBERLAIN","AMES",50010,"2515 CHAMBERLAIN
AMES 50010
(-93.650965, 42.02146)",85,"Story",1012100,"CANADIAN WHISKIES",260,"Diageo Americas",11290,"Crown Royal Canadian Whisky Mini",10,300,6.9,10.35,1,10.35,0.3,0.0792516157
"673","S10783100061","2013-02-25T00:00:00.000",2500,"Hy-Vee Food Store #1 / Ames","3800 W LINCOLN WAY","AMES",50010,"3800 W LINCOLN WAY
AMES 50010
(-93.715664, 42.023145)",85,"Story",1062300,"FLAVORED RUM",370,"Pernod Ricard USA/Austin Nichols",42716,"Malibu Coconut Rum",12,750,7.5,11.24,12,134.88,9,2.37754847122
"674","S08178200012","2012-10-08T00:00:00.000",3866,"Target Store T-1170 / Ames","320 S DUFF","AMES",50010,"320 S DUFF
AMES 50010
(-93.610363, 42.019876)",85,"Story",1031080,"VODKA 80 PROOF",260,"Diageo Americas",37998,"Smirnoff Vodka 80 Prf",6,1750,13.5,20.74,6,124.44,10.5,2.77380654976
"675","S07490000062","2012-08-31T00:00:00.000",2500,"Hy-Vee Food Store #1 / Ames","3800 W LINCOLN WAY","AMES",50010,"3800 W LINCOLN WAY
AMES 50010
(-93.715664, 42.023145)",85,"Story",1031080,"VODKA 80 PROOF",380,"Phillips Beverage Company",37348,"Phillips Vodka",6,1750,7.31,10.97,12,131.64,21,5.54761309952
"676","S11597300050","2013-04-11T00:00:00.000",4129,"Cyclone Liquors","626 LINCOLN WAY","AMES",50010,"626 LINCOLN WAY
AMES 50010
(-93.618911, 42.022854)",85,"Story",1031080,"VODKA 80 PROOF",260,"Diageo Americas",37994,"Smirnoff Vodka 80 Prf",24,375,4.5,6.75,3,20.25,1.125,0.2971935589
"677","S07905800002","2012-09-24T00:00:00.000",3943,"Good and Quick Co","519 LINCOLNWAY","NEVADA",50201,"519 LINCOLNWAY
NEVADA 50201
(-93.45299, 42.022712)",85,"Story",1031080,"VODKA 80 PROOF",300,"Mccormick Distilling Company",36904,"Mccormick Vodka Pet",24,375,1.76,2.63,24,63.12,9,2.37754847122
"678","S25193100019","2015-04-21T00:00:00.000",4103,"Fareway Stores #093 / Ames","3619 STANGE RD","AMES",50010,"3619 STANGE RD
AMES 50010
(-93.645008, 42.057106)",85,"Story",1081010,"AMERICAN AMARETTO",434,"Luxco-St Louis",76486,"Paramount Amaretto",12,750,3.38,5.07,12,60.84,9,2.37754847122
"679","S28840200012","2015-11-03T00:00:00.000",4987,"Almost Always Open","419 LINCOLN WAY","AMES",50010,"419 LINCOLN WAY
AMES 50010
(-93.616517, 42.022916)",85,"Story",1031080,"VODKA 80 PROOF",260,"Diageo Americas",37994,"Smirnoff Vodka 80 Prf",24,375,4.75,7.13,7,49.91,2.625,0.69345163744
"680","S11265000004","2013-03-26T00:00:00.000",4357,"Kum & Go #125 / Story City","527 PARK AVE","STORY CITY",50248,"527 PARK AVE
STORY CITY 50248
(-93.597789, 42.186722)",85,"Story",1031080,"VODKA 80 PROOF",434,"Luxco-St Louis",36308,"Hawkeye Vodka",6,1750,7.13,10.7,12,128.4,21,5.54761309952
"681","S11487200057","2013-04-08T00:00:00.000",2500,"Hy-Vee Food Store #1 / Ames","3800 W LINCOLN WAY","AMES",50010,"3800 W LINCOLN WAY
AMES 50010
(-93.715664, 42.023145)",85,"Story",1031080,"VODKA 80 PROOF",55,"Sazerac North America",35946,"Fleischmann's Royal Vodka",12,750,3.5,5.25,12,63,9,2.37754847122
"682","S17106400010","2014-01-29T00:00:00.000",4129,"Cyclone Liquors","626 LINCOLN WAY","AMES",50010,"626 LINCOLN WAY
AMES 50010
(-93.618911, 42.022854)",85,"Story",1012100,"CANADIAN WHISKIES",55,"Sazerac North America",12408,"Canadian Ltd Whisky",6,1750,9.14,13.71,6,82.26,10.5,2.77380654976
"683","S15593000007","2013-11-06T00:00:00.000",3973,"Mmdg Spirits / Ames","126A WELCH AVE","AMES",50014,"126A WELCH AVE
AMES 50014
(-93.650139, 42.022405)",85,"Story",1041100,"AMERICAN DRY GINS",55,"Sazerac North America",29287,"Barton Gin",12,1000,3.92,5.88,12,70.56,12,3.17006462829
"684","S22699000001","2014-12-02T00:00:00.000",4129,"Cyclone Liquors","626 LINCOLN WAY","AMES",50010,"626 LINCOLN WAY
AMES 50010
(-93.618911, 42.022854)",85,"Story",1011200,"STRAIGHT BOURBON WHISKIES",65,"Jim Beam Brands",19486,"Maker's 46",6,750,21,31.5,6,189,4.5,1.18877423561
"685","S18090800144","2014-03-26T00:00:00.000",2501,"Hy-vee  #2 / Ames","640 LINCOLNWAY","AMES",50010,"640 LINCOLNWAY
AMES 50010
(-93.619455, 42.022848)",85,"Story",1081600,"WHISKEY LIQUEUR",421,"Sazerac Co., Inc.",64856,"Fireball",12,200,3.33,5,8,40,1.6,0.42267528377
"686","S23505800031","2015-01-14T00:00:00.000",4129,"Cyclone Liquors","626 LINCOLN WAY","AMES",50010,"626 LINCOLN WAY
AMES 50010
(-93.618911, 42.022854)",85,"Story",1012100,"CANADIAN WHISKIES",260,"Diageo Americas",10812,"Crown Royal 75th Anniversary",6,750,37.48,56.22,2,112.44,1.5,0.39625807853
"687","S27776400007","2015-09-09T00:00:00.000",4428,"Kum & Go #200 / Ames","4510 MORTENSEN RD","AMES",50014,"4510 MORTENSEN RD
AMES 50014
(-93.679758, 42.01214)",85,"Story",1062310,"SPICED RUM",260,"Diageo Americas",43336,"Captain Morgan Original Spiced",12,750,9,13.5,12,162,9,2.37754847122
"688","S13882900004","2013-08-13T00:00:00.000",4015,"Wal-Mart 0749 / Ames","3015 GRAND AVE","AMES",50010,"3015 GRAND AVE
AMES 50010
(-93.620682, 42.052321)",85,"Story",1011300,"TENNESSEE WHISKIES",85,"Brown-Forman Corporation",26826,"Jack Daniels Old #7 Black Lbl",12,750,14.04,21.05,12,252.6,9,2.37754847122
"689","S10279200082","2013-01-28T00:00:00.000",2500,"Hy-Vee Food Store #1 / Ames","3800 W LINCOLN WAY","AMES",50010,"3800 W LINCOLN WAY
AMES 50010
(-93.715664, 42.023145)",85,"Story",1071100,"AMERICAN COCKTAILS",55,"Sazerac North America",57174,"Chi-Chi's Skinny Margarita",6,1750,5.99,9.24,6,55.44,10.5,2.77380654976
"690","S05410800052","2012-05-07T00:00:00.000",2634,"Hy-Vee Wine and Spirits / Ames","3615 LINCOLN WAY","AMES",50014,"3615 LINCOLN WAY
AMES 50014
(-93.667927, 42.022911)",85,"Story",1031080,"VODKA 80 PROOF",434,"Luxco-St Louis",36304,"Hawkeye Vodka",24,375,2.06,3.09,2,6.18,0.75,0.19812903926
"691","S08032100035","2012-10-01T00:00:00.000",3524,"Sam's Club 6568 / Ames","305 AIRPORT RD","AMES",50010,"305 AIRPORT RD
AMES 50010
(-93.61365, 42.001123)",85,"Story",1062300,"FLAVORED RUM",35,"Bacardi U.S.A., Inc.",43117,"Bacardi O",12,1000,10.24,15.35,12,184.2,12,3.17006462829
"692","S05184800091","2012-04-24T00:00:00.000",4509,"A J'S LIQUOR II","2515 CHAMBERLAIN","AMES",50010,"2515 CHAMBERLAIN
AMES 50010
(-93.650965, 42.02146)",85,"Story",1032200,"IMPORTED VODKA - MISC",370,"Pernod Ricard USA/Austin Nichols",34014,"Absolut Apeach",12,750,10.89,16.33,2,32.66,1.5,0.39625807853
"693","S16602800015","2013-12-30T00:00:00.000",4437,"Kum & Go #215  Ames","4506 LINCOLN WAY","AMES",50010,"4506 LINCOLN WAY
AMES 50010
(-93.678822, 42.022905)",85,"Story",1012100,"CANADIAN WHISKIES",115,"Constellation Wine Company, Inc.",11776,"Black Velvet",12,750,5.23,7.84,12,94.08,9,2.37754847122
"694","S28219900013","2015-09-30T00:00:00.000",4438,"Kum & Go #214  Ames","111 DUFF AVE","AMES",50010,"111 DUFF AVE
AMES 50010
(-93.610396, 42.023592)",85,"Story",1012100,"CANADIAN WHISKIES",115,"Constellation Wine Company, Inc.",11771,"Black Velvet Mini",10,600,6.8,10.2,1,10.2,0.6,0.15850323141
"695","S28496300003","2015-10-20T00:00:00.000",4709,"Walgreens #12108 / Ames","2719 GRAND AVE","AMES",50010,"2719 GRAND AVE
AMES 50010
(-93.620635, 42.048976)",85,"Story",1031080,"VODKA 80 PROOF",260,"Diageo Americas",37996,"Smirnoff Vodka 80 Prf",12,750,8.25,12.38,12,148.56,9,2.37754847122
"696","S17099800226","2014-01-29T00:00:00.000",2501,"Hy-vee  #2 / Ames","640 LINCOLNWAY","AMES",50010,"640 LINCOLNWAY
AMES 50010
(-93.619455, 42.022848)",85,"Story",1022100,"TEQUILA",410,"The Patron Spirits Company",88296,"Patron Tequila Silver",12,750,27,40.5,2,81,1.5,0.39625807853
"697","S29823900128","2015-12-22T00:00:00.000",2500,"Hy-Vee Food Store #1 / Ames","3800 W LINCOLN WAY","AMES",50010,"3800 W LINCOLN WAY
AMES 50010
(-93.715664, 42.023145)",85,"Story",1031080,"VODKA 80 PROOF",55,"Sazerac North America",35318,"Barton Vodka",6,1750,6.92,10.38,12,124.56,21,5.54761309952
"698","S20778500050","2014-08-20T00:00:00.000",4251,"Aj's Liquor / Ames","4518 MORTENSON RD STE 109","AMES",50014,"4518 MORTENSON RD STE 109
AMES 50014
(NA, NA)",85,"Story",1011200,"STRAIGHT BOURBON WHISKIES",65,"Jim Beam Brands",19067,"Jim Beam",12,1000,12.08,18.12,4,72.48,4,1.05668820943
"699","S10621800024","2013-02-14T00:00:00.000",4004,"Wal-Mart 4256 / Ames","534 S DUFF AVE","AMES",50010,"534 S DUFF AVE
AMES 50010
(-93.610343, 42.017115)",85,"Story",1062310,"SPICED RUM",259,"Heaven Hill Brands",43028,"Admiral Nelson Spiced Rum",6,1750,11.55,17.32,6,103.92,10.5,2.77380654976
"700","S12128400025","2013-05-09T00:00:00.000",4129,"Cyclone Liquors","626 LINCOLN WAY","AMES",50010,"626 LINCOLN WAY
AMES 50010
(-93.618911, 42.022854)",85,"Story",1022100,"TEQUILA",434,"Luxco-St Louis",89178,"El Mayor Anejo Tequila",6,750,15,22.5,6,135,4.5,1.18877423561
"701","S28842600209","2015-11-04T00:00:00.000",2500,"Hy-Vee Food Store #1 / Ames","3800 W LINCOLN WAY","AMES",50010,"3800 W LINCOLN WAY
AMES 50010
(-93.715664, 42.023145)",85,"Story",1031200,"VODKA FLAVORED",260,"Diageo Americas",77843,"Smirnoff Strawberry",12,1000,9.25,13.88,3,41.64,3,0.79251615707
"702","S15303700152","2013-10-23T00:00:00.000",2501,"Hy-vee  #2 / Ames","640 LINCOLNWAY","AMES",50010,"640 LINCOLNWAY
AMES 50010
(-93.619455, 42.022848)",85,"Story",1082900,"MISC. IMPORTED CORDIALS & LIQUEURS",192,"Sidney Frank Importing Co.",65254,"Jagermeister Liqueur",24,375,6.51,9.77,6,58.62,2.25,0.5943871178
"703","S04508100008","2012-03-13T00:00:00.000",4621,"Casey's General Store #23 / Maxwell","100, MAIN ST","MAXWELL",50161,"100, MAIN ST
MAXWELL 50161
(-93.39968, 41.888013)",85,"Story",1031200,"VODKA FLAVORED",380,"Phillips Beverage Company",41693,"Uv Blue (raspberry) Vodka",12,750,6.5,9.74,6,58.44,4.5,1.18877423561
"704","S14795600014","2013-09-25T00:00:00.000",3973,"Mmdg Spirits / Ames","126A WELCH AVE","AMES",50014,"126A WELCH AVE
AMES 50014
(-93.650139, 42.022405)",85,"Story",1081200,"CREAM LIQUEURS",260,"Diageo Americas",68037,"Bailey's Original Irish Cream",12,1000,17.25,25.88,2,51.76,2,0.52834410471
"705","S20881200019","2014-08-26T00:00:00.000",4103,"Fareway Stores #093 / Ames","3619 STANGE RD","AMES",50010,"3619 STANGE RD
AMES 50010
(-93.645008, 42.057106)",85,"Story",1041100,"AMERICAN DRY GINS",434,"Luxco-St Louis",31658,"Paramount Gin",6,1750,7.11,10.67,6,64.02,10.5,2.77380654976
"706","S07456600095","2012-08-30T00:00:00.000",4129,"Cyclone Liquors","626 LINCOLN WAY","AMES",50010,"626 LINCOLN WAY
AMES 50010
(-93.618911, 42.022854)",85,"Story",1062300,"FLAVORED RUM",370,"Pernod Ricard USA/Austin Nichols",42687,"Malibu Black",12,750,8.5,12.74,3,38.22,2.25,0.5943871178
"707","S27803200070","2015-09-09T00:00:00.000",2500,"Hy-Vee Food Store #1 / Ames","3800 W LINCOLN WAY","AMES",50010,"3800 W LINCOLN WAY
AMES 50010
(-93.715664, 42.023145)",85,"Story",1031200,"VODKA FLAVORED",205,"E AND J GALLO WINERY",40597,"New Amsterdam Red Berry",24,200,2.24,3.36,6,20.16,1.2,0.31700646282
"708","S21956100071","2014-10-22T00:00:00.000",4129,"Cyclone Liquors","626 LINCOLN WAY","AMES",50010,"626 LINCOLN WAY
AMES 50010
(-93.618911, 42.022854)",85,"Story",1041100,"AMERICAN DRY GINS",370,"Pernod Ricard USA/Austin Nichols",32234,"Seagrams Extra Dry Gin",24,375,3.39,5.09,3,15.27,1.125,0.2971935589
"709","S22863100151","2014-12-10T00:00:00.000",2501,"Hy-vee  #2 / Ames","640 LINCOLNWAY","AMES",50010,"640 LINCOLNWAY
AMES 50010
(-93.619455, 42.022848)",85,"Story",1031200,"VODKA FLAVORED",205,"E AND J GALLO WINERY",40193,"New Amsterdam Pineapple",12,750,6.9,10.35,4,41.4,3,0.79251615707
"710","S12176900023","2013-05-14T00:00:00.000",4437,"Kum & Go #215  Ames","4506 LINCOLN WAY","AMES",50010,"4506 LINCOLN WAY
AMES 50010
(-93.678822, 42.022905)",85,"Story",1011200,"STRAIGHT BOURBON WHISKIES",65,"Jim Beam Brands",19061,"Jim Beam Mini",12,500,6.83,10.24,1,10.24,0.5,0.13208602617
"711","S14506700079","2013-09-11T00:00:00.000",4509,"A J'S LIQUOR II","2515 CHAMBERLAIN","AMES",50010,"2515 CHAMBERLAIN
AMES 50010
(-93.650965, 42.02146)",85,"Story",1062300,"FLAVORED RUM",35,"Bacardi U.S.A., Inc.",43050,"Bacardi Dragon Berry",12,1000,10.24,15.35,12,184.2,12,3.17006462829
"712","S14126700039","2013-10-04T00:00:00.000",4103,"Fareway Stores #093 / Ames","3619 STANGE RD","AMES",50010,"3619 STANGE RD
AMES 50010
(-93.645008, 42.057106)",85,"Story",1012100,"CANADIAN WHISKIES",115,"Constellation Wine Company, Inc.",11776,"Black Velvet",12,750,5.23,7.84,96,752.64,72,19.02038776978
